User,Date Created,Date Indonesia,Number of Likes,Source of Tweet,Tweet,Kecelakaan,Konstruksi,Cuaca/Kejadian Alam,Event,Kendaraan,Macet Karena hal Lain,Kota
e100ss,2022-11-21 1:40:23,2022-11-21 8:40:23,5,Twitter Web App,1. Jalan Babatan arah depan UNESA MACET;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-21 1:40:23,2022-11-21 8:40:23,5,Twitter Web App,"2. Deket Lamongan arah Duduk Sampeyan Gresik MACET, antrean sejak gapura selamat datang. (hm)",0,0,0,0,0,1,Lamongan
e100ss,2022-11-21 1:21:03,2022-11-21 8:21:03,21,Twitter Web App,08.20: Info awal #kecelakaan setelah Rest Area Tol Sidoarjo arah Surabaya melibatkan dua mobil dan kondisinya ringsek. Lalu lintas MACET dan info sudah diteruskan ke petugas. (hm),1,0,0,0,0,0,Sidoarjo
e100ss,2022-11-20 9:27:15,2022-11-20 16:27:15,4,Twitter Web App,"1. Update, Bypass Suramadu Bangkalan arah Jembatan Suramadu/Surabaya sudah terbuka. Tiga pohon yang tadi tumbang sudah dievakuasi;",0,0,0,0,0,0,Bangkalan
e100ss,2022-11-20 9:27:15,2022-11-20 16:27:15,4,Twitter Web App,2. Exit Tol Kejapanan arah Sidoarjo MACET;,0,0,0,0,0,1,0
e100ss,2022-11-20 9:27:15,2022-11-20 16:27:15,4,Twitter Web App,3. Masuk SPBU Rest Area Tol Saradan Madiun MACET. (hm),0,0,0,0,0,1,0
e100ss,2022-11-20 9:12:35,2022-11-20 16:12:35,31,Twitter Web App,"16.10: Update, Bypass Suramadu Bangkalan arah Jembatan Suramadu/Surabaya MACET karena ada evakuasi pohon tumbang di lajur kanan. (hm) https://t.co/3mb3btP5x0",0,0,1,0,0,0,Bangkalan
e100ss,2022-11-20 6:56:01,2022-11-20 13:56:01,11,Twitter Web App,"1. Raya Driyorejo Gresik macet dua arah, ada karnaval;",0,0,0,1,0,1,Gresik
e100ss,2022-11-20 6:56:01,2022-11-20 13:56:01,11,Twitter Web App,"2. Jalan Imam Bonjol Krian macet. Didik pendengar SS melaporkan, macet imbas perbaikan jalan. (odp-tm)",0,1,0,0,0,0,Sidoarjo
e100ss,2022-11-20 4:37:13,2022-11-20 11:37:13,5,Twitter Web App,1. Jalan Ki Hajar Dewantara Krian arah Simpang lima Krian macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-20 4:37:13,2022-11-20 11:37:13,5,Twitter Web App,2. Raya Waru arah Surabaya padat. (odp-tm),0,0,0,0,0,0,Sidoarjo
e100ss,2022-11-20 3:30:16,2022-11-20 10:30:16,5,Twitter Web App,"10.29: Duduksampeyan Gresik arah Lamongan macet. Dianto pendengar SS melaporkan, antrean kemacetan terpantau sekitar 2,7 km. (odp-tm)",0,0,0,0,0,1,Gresik
e100ss,2022-11-19 13:29:14,2022-11-19 20:29:14,4,Twitter Web App,"1.Gempol arah Bangil Pasuruan macet.  Asmadi pendengar SS melaporkan, lalu lintas berhenti sekitar 15 menit; ",0,0,0,0,0,1,0
e100ss,2022-11-19 13:29:14,2022-11-19 20:29:14,4,Twitter Web App,2. Jalan Mayjen Jonosewojo arah Jalan Babatan Unesa macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 12:40:31,2022-11-19 19:40:31,0,Twitter Web App,1. Exit Tol Manyar Gresik macet total;,0,0,0,0,0,1,Gresik
e100ss,2022-11-19 12:40:31,2022-11-19 19:40:31,0,Twitter Web App,2. Duduksampeyan Gresik arah Gresik kota macet. (odp-tm),0,0,0,0,0,1,Gresik
e100ss,2022-11-19 10:55:28,2022-11-19 17:55:28,2,Twitter Web App,1. Raya Manyar Gresik arah Gate Tol Manyar;,0,0,0,0,0,0,Gresik
e100ss,2022-11-19 10:55:28,2022-11-19 17:55:28,2,Twitter Web App,2. Raya Tebel Sidoarjo arah Sidoarjo macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 10:55:28,2022-11-19 17:55:28,2,Twitter Web App,3. Exit Tol Kebomas Gresik arah Duduksampeyan macet. (odp-tm),0,0,0,0,0,1,Gresik
e100ss,2022-11-19 9:46:17,2022-11-19 16:46:17,5,Twitter Web App,1. Raya Manyar Gresik arah Gate Tol Manyar;,0,0,0,0,0,0,Gresik
e100ss,2022-11-19 9:46:17,2022-11-19 16:46:17,5,Twitter Web App,2. Exit Tol Kebomas Gresik arah Duduksampeyan macet;,0,0,0,0,0,1,Gresik
e100ss,2022-11-19 9:46:17,2022-11-19 16:46:17,5,Twitter Web App,3.  Raya Cerme Lor macet dua arah. (odp-tm),0,0,0,0,0,1,Gresik
e100ss,2022-11-19 8:59:24,2022-11-19 15:59:24,3,Twitter Web App,6. Exit Tol Kebomas Gresik arah Duduksampeyan macet;,0,0,0,0,0,1,Gresik
e100ss,2022-11-19 8:59:24,2022-11-19 15:59:24,3,Twitter Web App,"7. Ada bus bermasalah di KM 758 Tol Kejapanan arah Sidoarjo posisi lajur kanan, waspadai. (odp-tm)",0,0,0,0,0,0,0
e100ss,2022-11-19 8:59:23,2022-11-19 15:59:23,12,Twitter Web App,1. Bundaran Aloha arah Waru macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 8:59:23,2022-11-19 15:59:23,12,Twitter Web App,2. Jalan Praban arah Jalan Tunjungan macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 8:59:23,2022-11-19 15:59:23,12,Twitter Web App,3. Jalan Kedung Cowek arah Jalan Kenjeran macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 8:59:23,2022-11-19 15:59:23,12,Twitter Web App,4. Jalan Dupak arah Simpang Jalan Demak macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 8:59:23,2022-11-19 15:59:23,12,Twitter Web App,5. Jalan Tanjungsari arah Jalan Sukomanunggal macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 8:38:52,2022-11-19 15:38:52,2,Twitter Web App,1. Underpass Satelit padat dua arah;,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 8:38:52,2022-11-19 15:38:52,2,Twitter Web App,2. Jalan Demak arah Jalan Gresik padat;,0,0,0,0,0,0,Gresik
e100ss,2022-11-19 8:38:52,2022-11-19 15:38:52,2,Twitter Web App,3. Jalan Lidah Wetan arah Wiyung padat;,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 8:38:52,2022-11-19 15:38:52,2,Twitter Web App,4. Setelah turun Jembatan Suramadu arah Bangkalan macet imbas perantingan pohon. (odp-tm),0,1,0,0,0,0,Bangkalan
e100ss,2022-11-19 8:15:30,2022-11-19 15:15:30,5,Twitter Web App,1. Jalan Kedung Cowek arah Jalan Kenjeran macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 8:15:30,2022-11-19 15:15:30,5,Twitter Web App,2. Jalan Praban arah Jalan Tunjungan masih macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 8:15:30,2022-11-19 15:15:30,5,Twitter Web App,3. Raya Mastrip arah Gunungsari macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 7:45:20,2022-11-19 14:45:20,4,Twitter Web App,1. Jalan Letjen S Parman Gedangang arah Sidoarjo macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 7:45:20,2022-11-19 14:45:20,4,Twitter Web App,2. Bundaran Waru arah Surabaya macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 7:45:20,2022-11-19 14:45:20,4,Twitter Web App,3. Raya Jemursari arah Jalan Ahmad Yani padat merambat. (odp-tm),0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 7:10:22,2022-11-19 14:10:22,5,Twitter Web App,1. Jalan Praban arah Simpang Jalan Tunjungan macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 7:10:22,2022-11-19 14:10:22,5,Twitter Web App,2. Raya Cerme Lor Gresik arah Raya Cerme Kidul macet;,0,0,0,0,0,1,Gresik
e100ss,2022-11-19 7:10:22,2022-11-19 14:10:22,5,Twitter Web App,3. Duduksampeyan Gresik arah Gresik kota macet;,0,0,0,0,0,1,Gresik
e100ss,2022-11-19 7:10:22,2022-11-19 14:10:22,5,Twitter Web App,4. Raya Bandara Juanda arah Bundaran Aloha macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 7:10:22,2022-11-19 14:10:22,5,Twitter Web App,5. Jalan Ki hajar Dewantara Krian arah Simpang lima Krian macet. (tm),0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 5:54:06,2022-11-19 12:54:06,7,Twitter Web App,1. Kenjeran arah Kapasan padat,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 5:54:06,2022-11-19 12:54:06,7,Twitter Web App,2. Wiyung arah Gunungsari Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 5:54:06,2022-11-19 12:54:06,7,Twitter Web App,3. Buduran dua arah Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 5:54:06,2022-11-19 12:54:06,7,Twitter Web App,4. Aloha arah Waru Macet (odp-pr),0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 4:57:24,2022-11-19 11:57:24,19,Twitter Web App,11.56:,0,0,0,0,0,0,0
e100ss,2022-11-19 4:57:24,2022-11-19 11:57:24,19,Twitter Web App,1. Kepatihan arah Terminal Benowo macet,0,0,0,0,0,1,Gresik
e100ss,2022-11-19 4:57:24,2022-11-19 11:57:24,19,Twitter Web App,2. Osowilangon arah Romokalisari padat,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 4:57:24,2022-11-19 11:57:24,19,Twitter Web App,3. Perak Timur arah Jl Rajawali macet,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 4:57:24,2022-11-19 11:57:24,19,Twitter Web App,4. Kedungcowek arah Kenjeran macet,0,0,0,0,0,1,Surabaya
e100ss,2022-11-19 4:57:24,2022-11-19 11:57:24,19,Twitter Web App,5. Buduran dua arah macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 4:57:24,2022-11-19 11:57:24,19,Twitter Web App,6. Aloha arah Waru macet (odp-pr),0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 3:53:40,2022-11-19 10:53:40,1,Twitter Web App,5. Gedangan arah Aloha Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-19 3:53:40,2022-11-19 10:53:40,1,Twitter Web App,6. Duduksampeyan arah Bunder Macet (odp-pr),0,0,0,0,0,1,Gresik
e100ss,2022-11-19 3:53:38,2022-11-19 10:53:38,4,Twitter Web App,10.52:,0,0,0,0,0,0,0
e100ss,2022-11-19 3:53:38,2022-11-19 10:53:38,4,Twitter Web App,1. Dharmahusada arah Dharmahusada Indah Macet ada perantingan pohon,0,1,0,0,0,0,Surabaya
e100ss,2022-11-19 3:53:38,2022-11-19 10:53:38,4,Twitter Web App,2. Mayjen Sungkono arah HR Muhammad padat,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 3:53:38,2022-11-19 10:53:38,4,Twitter Web App,3. MERR Semolowaru arah Kertajaya Macet,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 3:53:38,2022-11-19 10:53:38,4,Twitter Web App,4. TL KBS Diponegoro padat,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 3:53:38,2022-11-19 10:53:38,4,Twitter Web App,"5. Kepatihan arah Benowo MACET, ada Truk mogok.",0,0,0,0,1,0,Gresik
e100ss,2022-11-19 2:33:16,2022-11-19 9:33:16,3,Twitter Web App,"1. Perak Timur arah Jl Rajawali macet, ada alat berat untuk pengaspalan di tikungan dekat perlintasan KA",0,0,0,0,1,0,Surabaya
e100ss,2022-11-19 2:33:16,2022-11-19 9:33:16,3,Twitter Web App,2. Sukomanunggal arah Banyuurip padat,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 2:33:16,2022-11-19 9:33:16,3,Twitter Web App,"3. Perlintasan KA Krian dari arah Mojosari padat, ada Truk ngeban (odp-pr)",0,0,0,0,1,0,Sidoarjo
e100ss,2022-11-19 0:12:49,2022-11-19 7:12:49,7,Twitter Web App,1. Rungkut Madya arah UPN Macet,0,0,0,0,0,0,Surabaya
e100ss,2022-11-19 0:12:49,2022-11-19 7:12:49,7,Twitter Web App,2. Simpang 3 Pasar Cerme Gresik padat (odp-pr),0,0,0,0,0,0,Gresik
e100ss,2022-11-18 13:44:22,2022-11-18 20:44:22,8,Twitter Web App,"1. Leces Probolinggo arah Lumajang macet. AKP Sapari Kasat Lantas Polres Probolinggo mengabarkan, macet imbas volume dan pengerjaan rel perlintasan KA;",0,1,0,0,0,0,0
e100ss,2022-11-18 13:44:22,2022-11-18 20:44:22,8,Twitter Web App,2. Babat Lamongan macet. (odp-tm),0,0,0,0,0,1,Lamongan
e100ss,2022-11-18 12:15:51,2022-11-18 19:15:51,6,Twitter Web App,1. Raya Waru arah Surabaya macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-18 12:15:51,2022-11-18 19:15:51,6,Twitter Web App,2. Exit Tol Kebomas Gresik arah Bunder macet. Lalu lintas didominasi kendaraan besar. (odp-tm),0,0,0,0,1,0,Gresik
e100ss,2022-11-18 11:12:53,2022-11-18 18:12:53,10,Twitter Web App,"1. Exit Tol Kebomas Gresik arah Duduksampeyan Gresik macet. Dianto pendengar SS melaporkan, antrean kemacetan sekitar 7 km;",0,0,0,0,0,1,Gresik
e100ss,2022-11-18 11:12:53,2022-11-18 18:12:53,10,Twitter Web App,2. Jalan Ahmad Yani arah Bundaran Waru masih macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-18 11:12:53,2022-11-18 18:12:53,10,Twitter Web App,3. Gedangan Sidoarjo arah Bundaran Aloha macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-18 11:12:53,2022-11-18 18:12:53,10,Twitter Web App,4. Tol Juanda-Waru macet. (odp-tm),0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-18 10:41:01,2022-11-18 17:41:01,3,Twitter Web App,5. Purwosari Pasuruan macet dua arah;,0,0,0,0,0,1,0
e100ss,2022-11-18 10:41:01,2022-11-18 17:41:01,3,Twitter Web App,6. Gunungsari arah Kedurus macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 10:41:01,2022-11-18 17:41:01,3,Twitter Web App,7. Raya Waru arah Surabaya macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-18 10:41:01,2022-11-18 17:41:01,3,Twitter Web App,8. Jalan Mayjen Sungkono arah Underpass Satelit macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 10:41:01,2022-11-18 17:41:01,3,Twitter Web App,9. Jalan Ahmad Yani arah Bundaran Waru macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 10:41:01,2022-11-18 17:41:01,3,Twitter Web App,10. Raya Menur arah Simpang Jalan Kertajaya macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 10:41:00,2022-11-18 17:41:00,21,Twitter Web App,1. Wadungasri arah Tropodo macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-18 10:41:00,2022-11-18 17:41:00,21,Twitter Web App,2. Jalan Dupak arah Simpang Jalan Demak macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 10:41:00,2022-11-18 17:41:00,21,Twitter Web App,"3. Jalan Tambak Osowilangon arah Jalan Greges macet. Aditya pendengar SS melaporkan, ada truk mogok setelah Jembatan Branjangan;",0,0,0,0,1,0,Surabaya
e100ss,2022-11-18 10:41:00,2022-11-18 17:41:00,21,Twitter Web App,4. Exit Tol Kebomas Gresik arah Bunder macet; https://t.co/iaJA8pvkFX,0,0,0,0,0,1,Gresik
e100ss,2022-11-18 9:45:35,2022-11-18 16:45:35,2,Twitter Web App,1. Jalan Ki Hajar Dewantara Krian arah Simpang lima Krian macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-18 9:45:35,2022-11-18 16:45:35,2,Twitter Web App,"2. Tol Pandaan dilaporkan hujan. Senkom Tol Pandaan mengimbau, pengguna tol tetap berhati-hati, kurangi kecepatan, dan jaga jarak. (odp-tm)",0,0,0,0,0,0,0
e100ss,2022-11-18 9:26:46,2022-11-18 16:26:46,10,Twitter Web App,1. Tol Sidoarjo arah Waru macet total;,0,0,0,0,0,0,Sidoarjo
e100ss,2022-11-18 9:26:46,2022-11-18 16:26:46,10,Twitter Web App,2. Purwosari Pasuruan arah Surabaya macet;,0,0,0,0,0,0,0
e100ss,2022-11-18 9:26:46,2022-11-18 16:26:46,10,Twitter Web App,3. Raya Waru arah Surabaya macet. (odp-tm),0,0,0,0,0,0,Sidoarjo
e100ss,2022-11-18 8:16:39,2022-11-18 15:16:39,18,Twitter Web App,15.16:,0,0,0,0,0,0,0
e100ss,2022-11-18 8:16:39,2022-11-18 15:16:39,18,Twitter Web App,1. Ada truk gandeng bermasalah di Raya Malasan Tegal Siwalan Probolinggo. Lalu lintas macet di lokasi;,0,0,0,0,0,0,0
e100ss,2022-11-18 8:16:39,2022-11-18 15:16:39,18,Twitter Web App,2. Jalan Ahmad Yani arah Bundaran Waru macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 8:16:39,2022-11-18 15:16:39,18,Twitter Web App,3. Duduksampeyan Gresik arah Lamongan macet. (odp-tm) https://t.co/VVj3l8QRIH,0,0,0,0,0,1,Gresik
e100ss,2022-11-18 7:18:22,2022-11-18 14:18:22,2,Twitter Web App,1. Jalan Tembaan arah Jalan Dupak macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 7:18:22,2022-11-18 14:18:22,2,Twitter Web App,2. Babat Lamongan arah Surabaya padat merambat;,0,0,0,0,0,1,Lamongan
e100ss,2022-11-18 7:18:22,2022-11-18 14:18:22,2,Twitter Web App,"3. Ada truk patah as di Pandaan Pasuruan arah Surabaya, lalu lintas macet. (odp-tm)",0,0,0,0,1,0,0
e100ss,2022-11-18 6:56:14,2022-11-18 13:56:14,2,Twitter Web App,1. Jalan Kedung Cowek arah Jalan Kenjeran macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 6:56:14,2022-11-18 13:56:14,2,Twitter Web App,2. Jalan Gunungsari arah Kedurus padat merambat;,0,0,0,0,0,0,Surabaya
e100ss,2022-11-18 6:56:14,2022-11-18 13:56:14,2,Twitter Web App,3. Jalan Gresik Gadukan Utara arah Jalan Gresik padat. (odp-tm),0,0,0,0,0,0,Gresik
e100ss,2022-11-18 3:37:57,2022-11-18 10:37:57,7,Twitter Web App,"1. Menjelang simpang Kedung Cowek arah Jalan Karang Asem MACET, antrean sekitar 200 m;",0,0,0,0,0,1,Surabaya
e100ss,2022-11-18 3:37:57,2022-11-18 10:37:57,7,Twitter Web App,2. Tol Perak arah Waru MACET karena truk mogok di KM 8;,0,0,0,0,1,0,Surabaya
e100ss,2022-11-18 3:37:57,2022-11-18 10:37:57,7,Twitter Web App,"3. Truk mogok di dekat SPBU Taman Sidoarjo arah Surabaya, lalu lintas MACET karena badan truk menutup sebagian lajur. (hm)",0,0,0,0,1,0,Sidoarjo
e100ss,2022-11-18 1:00:59,2022-11-18 8:00:59,60,Twitter Web App,"1. A. Yani Surabaya sampai simpang Brigjend Katamso MACET, ada truk mogok tepat di persimpangan masuk Brigjend Katamso. Info sudah diteruskan ke petugas;",0,0,0,0,1,0,Surabaya
e100ss,2022-11-18 1:00:59,2022-11-18 8:00:59,60,Twitter Web App,2. Depan RS Mitra Keluarga Waru arah Bundaran Waru juga sama MACET. (hm) https://t.co/yRjUhqWtJu,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-17 14:53:44,2022-11-17 21:53:44,9,Twitter Web App,"21.53: Malasan Kulon Probolinggo-Ranuyoso Lumajang dua arah MACET, karena ada pohon tumbang dan sekarang sedang dievakuasi oleh petugas. Sudah ada pengaturan di lokasi. Waspadai, Kawan. (hm)",0,0,1,0,0,0,0
e100ss,2022-11-17 11:38:31,2022-11-17 18:38:31,7,Twitter Web App,18.38: #JalurMACET,0,0,0,0,0,0,0
e100ss,2022-11-17 11:38:31,2022-11-17 18:38:31,7,Twitter Web App,"1. Basuki Rahmat MACET, antrean sejak depan patung Karapan Sapi;",0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 11:38:31,2022-11-17 18:38:31,7,Twitter Web App,2. Jalan Dr. Moestopo arah Jalan Pemuda;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 11:38:31,2022-11-17 18:38:31,7,Twitter Web App,3. Jalan Kartini sampai Urip Sumoharjo;,0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 11:38:31,2022-11-17 18:38:31,7,Twitter Web App,4. Bundaran Waru arah masuk Tol Juanda. (hm),0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-17 11:05:34,2022-11-17 18:05:34,687,Twitter Web App,"Sekitar pk. 16.40 WIB tadi ada mobil warna hitam berhenti di lajur kanan Jalan Urip Sumoharjo arah Raya Darmo dan membuat lalu lintas MACET. Setelah dicek oleh petugas PMI, sopirnya meninggal dunia. (1/hm) https://t.co/j71OafRCO4",0,0,0,0,1,0,Surabaya
e100ss,2022-11-17 10:39:44,2022-11-17 17:39:44,51,Twitter Web App,"1. Raya Darmo arah Wonokromo MACET, ada unjuk rasa yang menggunakan separuh badan jalan;",0,0,0,1,0,0,Surabaya
e100ss,2022-11-17 10:39:44,2022-11-17 17:39:44,51,Twitter Web App,2. Underpass Satelit arah Mayjend Sungkono MACET. (hm) https://t.co/xP4biv2Luy,0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 10:19:31,2022-11-17 17:19:31,16,Twitter Web App,"1. Update, Perumahan Graha Family sampai depan National Hospital MACET. Depan Danau UNESA arah simpang Babatan juga sama MACET;",0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 10:19:31,2022-11-17 17:19:31,16,Twitter Web App,"2. Bundaran Aloha arah Gedangan MACET, ada #kecelakaan truk dan mobil;",1,0,0,0,0,0,Sidoarjo
e100ss,2022-11-17 10:19:31,2022-11-17 17:19:31,16,Twitter Web App,"3. Menjelang gate Tol Juanda dari arah Waru MACET, imbas volume. (hm)",0,0,0,0,1,0,Sidoarjo
e100ss,2022-11-17 8:37:18,2022-11-17 15:37:18,27,Twitter Web App,1. Gedangan sampai Bundaran Waru MACET;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-17 8:37:18,2022-11-17 15:37:18,27,Twitter Web App,"2. Depan Graha UNESA Jalan Citra Raya MACET, ada kegiatan wisuda;",0,0,0,1,0,0,Surabaya
e100ss,2022-11-17 8:37:18,2022-11-17 15:37:18,27,Twitter Web App,3. Simpang empat Kenjeran-Kedung Cowek MACET. (hm),0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 7:30:33,2022-11-17 14:30:33,44,Twitter Web App,"14.30: Iptu Satriyono KBO Lantas Polrestabes Surabaya mengatakan, saat ini di Bundaran Waru masih MACET. Sebaiknya HINDARI dulu keluar Tol Waru, depan CITO berhenti total. Polisi masih berkoordinasi dengan koordinator pengunjukrasa agar bisa segera melanjutkan perjalanan. (odp-pr",0,0,0,1,0,0,Sidoarjo
e100ss,2022-11-17 6:59:19,2022-11-17 13:59:19,6,Twitter Web App,1. Bundaran Waru Macet. Ada pengunjukrasa berhenti. Ekor kemacetan sampai Medaeng.,0,0,0,1,0,0,Sidoarjo
e100ss,2022-11-17 6:59:19,2022-11-17 13:59:19,6,Twitter Web App,2. Jl Veteran Gresik arah Romokalisari juga Macet. Ada pengunjukrasa. (odp-pr),0,0,0,1,0,0,Gresik
e100ss,2022-11-17 6:44:16,2022-11-17 13:44:16,2,Twitter Web App,1. Taman Pelangi arah Bundaran Waru Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-17 6:44:16,2022-11-17 13:44:16,2,Twitter Web App,2. Jl Veteran Gresik arah Romokalisari Macet,0,0,0,0,0,1,Gresik
e100ss,2022-11-17 6:44:16,2022-11-17 13:44:16,2,Twitter Web App,3. Emerald Mansion Citraland arah GOR Unesa Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 6:44:16,2022-11-17 13:44:16,2,Twitter Web App,4. Lidah Kulon arah Wiyung Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 6:44:16,2022-11-17 13:44:16,2,Twitter Web App,5. Kedurus arah Wiyung Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 6:44:16,2022-11-17 13:44:16,2,Twitter Web App,6. Buduran arah Aloha Macet (odp-pr),0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-17 2:36:22,2022-11-17 9:36:22,4,Twitter Web App,1. Raya Lontar arah Sambikerep padat,0,0,0,0,0,0,Surabaya
e100ss,2022-11-17 2:36:22,2022-11-17 9:36:22,4,Twitter Web App,2. Tol Waru arah Satelit padat,0,0,0,0,0,0,Sidoarjo
e100ss,2022-11-17 2:36:22,2022-11-17 9:36:22,4,Twitter Web App,3. Bambe arah Mastrip Macet,0,0,0,0,0,1,Gresik
e100ss,2022-11-17 2:36:22,2022-11-17 9:36:22,4,Twitter Web App,4. Raya Ngelom Sepanjang dua arah macet (odp-pr),0,0,0,0,0,1,Sidoarjo
e100ss,2022-11-17 0:18:34,2022-11-17 7:18:34,3,Twitter for Android,1. Raya Menganti - Lakarsantri dua arah macet,0,0,0,0,0,1,Gresik
e100ss,2022-11-17 0:18:34,2022-11-17 7:18:34,3,Twitter for Android,2. Emerald Mansion Citraland - Graha Unesa Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-11-17 0:18:34,2022-11-17 7:18:34,3,Twitter for Android,3. Gate Citraland dari arah Mayjen Yono Suwoyo arah GWalk macet,0,0,0,0,0,1,Surabaya
